gen,id,i_j0->o_m2,i_m2->o_m3,i_j3->o_m3,i_j1->o_m3,i_j3->h_0,h_0->o_m3,i_m2->h_1,h_1->o_m3,i_m2->h_2,h_2->h_1,i_j0->h_3,h_3->o_m2,h_3->h_4,h_4->o_m2,i_m3->o_m3,h_3->h_5,h_5->h_4,i_j4->o_m2,i_j4->h_6,h_6->o_m2,h_0->o_m2,i_j0->h_7,h_7->h_3,h_4->o_m3,i_j3->h_8,h_8->h_0,i_j7->o_m3,i_m3->o_m2,i_m2->h_0,i_j5->o_m3,i_j5->h_1,i_m3->h_2,h_2->o_m2,i_j5->h_3,h_3->h_1,i_j4->o_m3,i_j4->h_4,i_j1->h_5,h_5->o_m3,i_c->o_m3,i_j5->h_6,h_6->h_3,i_j3->o_m2,h_2->h_7,h_7->o_m2,i_j5->o_m2,h_2->h_8,h_8->h_7,h_7->h_9,h_9->o_m2,h_9->o_m3,i_j6->o_m3,h_6->o_m3,i_j1->o_m2,i_j6->o_m2,i_j6->h_0,i_j6->h_1,h_1->h_0,h_1->h_2,h_2->h_0,i_ca->o_m2,h_1->h_3,h_3->h_2,h_1->h_4,h_4->h_3,h_0->h_5,h_5->o_m2,h_1->h_7,h_7->h_4,i_ca->h_8,h_8->o_m2,h_9->h_4,i_j1->h_0,h_0->h_1,h_0->h_2,h_3->o_m3,h_5->h_0,h_1->h_6,i_ca->o_m3,h_6->h_7,i_j2->o_m2,h_8->o_m3,h_2->h_9,h_9->h_1,i_c->o_m2,i_j2->o_m3,i_j2->h_0,i_j2->h_1,h_0->h_6,h_6->h_5,i_ca->h_7,h_7->h_8,h_3->h_9,h_9->h_2,i_j0->o_m3,h_1->o_m2,i_j6->h_2,h_2->h_3,h_3->h_0,i_j1->h_4,i_j2->h_6,h_0->h_7,h_7->h_1,i_j0->h_8,i_j1->h_9,i_m2->o_m2,i_c->h_0,i_j0->h_1,i_m2->h_3,i_c->h_4,h_4->h_0,i_j2->h_7,h_7->h_6,h_5->h_8,i_j3->h_9,i_j5->h_0,i_j5->h_2,i_j5->h_4,h_4->h_2,h_1->h_5,h_5->h_3,i_j6->h_6,h_5->h_7,h_2->o_m3,i_m3->h_8,h_4->h_9,i_j7->o_m2,i_ca->h_0,i_ca->h_2,h_2->h_5,i_m2->h_6,h_7->o_m3,i_m3->h_9,h_0->h_3,h_5->h_6,h_0->h_8,h_8->h_5,h_0->h_9,h_9->h_8,i_m3->h_3,i_m3->h_4,h_4->h_5,h_6->h_2,h_7->h_0,i_j4->h_9,i_j3->h_2,i_j3->h_3,h_5->h_2,i_j3->h_7,h_8->h_2,h_5->h_9,i_j4->h_2,i_ca->h_3,h_4->h_4,h_7->h_5,i_j0->h_6,i_j4->h_7,i_j5->h_9,i_c->h_3,i_m3->h_6,h_4->h_8,i_j7->h_9,i_j6->h_4,h_8->h_8,h_9->h_3,i_j2->h_2,i_j4->h_3,i_ca->h_4,i_j4->h_5,h_8->h_6,h_8->h_9,i_j7->h_3,i_m2->h_4,i_j0->h_5,i_j7->h_6,i_j2->h_3,h_8->h_4,h_4->h_6,i_c->h_9,i_c->h_2,h_8->h_3,h_9->h_5,i_j0->h_4,i_ca->h_6,i_j6->h_7,i_j4->h_8,h_6->h_8,h_7->h_2,i_m2->h_8,i_c->h_6,h_4->h_7,i_j2->h_9,h_2->h_6,i_m2->h_7,i_j6->h_8,i_j0->h_9,i_j7->h_4,i_j3->h_5,h_9->h_7,i_j0->h_2,i_j2->h_4,i_m2->h_5,i_j3->h_6,i_j3->h_4,h_9->h_6,h_9->h_9,i_j5->h_5,h_3->h_8,i_j7->h_2,i_j5->h_7,h_2->h_4,h_6->h_4,i_m3->h_7,h_3->h_7,h_6->h_6,i_c->h_5,h_2->h_2,h_3->h_3,i_j7->h_5,h_3->h_6,i_c->h_7,i_m2->h_9,i_j2->h_5,i_j7->h_8,i_j6->h_9,i_j6->h_5,i_ca->h_9,i_j5->h_8,h_7->h_7,i_j1->h_3,i_c->h_8,i_j1->h_7,i_j2->h_8,h_6->h_9,i_j6->h_3,i_j1->h_8,i_j1->h_2,h_5->h_5,i_j1->h_6,i_j7->h_7,i_m3->h_5
281,280-1,0.4245620762970457,-0.5726983887668058,,0.4054031431256228,,,,,,,,0.4196296432560807,,-0.456915990218211,1.3337108432270717,,,-0.3875207294161331,,-0.3183206338959211,,,,-0.2036891917463435,,,1.9489917068265696,-0.4509159769357954,,0.3902377917133659,,,,,,0.2215329441758309,,,,,,,-0.3061051615758974,,0.4701729620817593,-0.5829479293383066,,,,-1.0912063517281072,,,0.7319553899399065,0.8454168001355096,,,,,,,,,,,,,0.1856343309831677,,,,,,,,,0.1581549471072426,,,-0.3032139920619985,,-0.070497284160828,0.939424072334812,,,1.4676224911501394,,,,,,,,,,0.9322433064078596,,,,,,,,,,,-1.4743072823091234,,,,,,,,,,,,,,,,,,,,,0.7080898158205616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,280-1,0.412973122898381,-0.5824417333245535,-0.0070318652502634,-0.1676600346632977,,,,,,,,0.3159293158425896,,-0.8040999220969842,,,,,,-0.1932136110649248,,,,-0.1550832012071189,,,1.7350787800610887,-0.9293370765424748,,0.4380977400318128,,,,,,,,,,,,,-0.5377972011526329,,-0.1010221358330707,-0.386180003065705,,,,-1.4097076477600288,,,0.7319553899399065,0.5963308567256451,,,,,,,-0.0338680344348066,,,,,,0.1432571636884175,,,,0.2924065026517359,,,,,-0.0389343510824377,,,-0.2721845211047108,,,0.741656238051474,,,1.4402479889524178,,,,,,,,,,1.0892408093403292,,,,,,,,,,,-1.5044519770601064,,,,,,,,,,,,,,,,,,,,,0.692716416107585,,,,,0.717792861574696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,282-0,0.412973122898381,-0.5637547301945869,-0.0070318652502634,-0.1676600346632977,,,,,,,,0.3159293158425896,,-0.8040999220969842,,,,,,-0.0343145624841536,,,,0.0263567270178163,,,1.7350787800610887,-0.9293370765424748,,0.442503484494444,,,,,,,,,,,,,-0.6240162890257235,,-0.1010221358330707,-0.386180003065705,,,,-1.4097076477600288,,,0.7319553899399065,0.5963308567256451,,,,,,,-0.2131072352172991,,,,,,0.1432571636884175,,,,0.2924065026517359,,,,,-0.0389343510824377,,,-0.1934184420549876,,,0.741656238051474,,,1.4402479889524178,,,,,,,,,,1.0892408093403292,,,,,,,,,,,-1.5044519770601064,,,,,,,,,,,,,,,,,,,,,0.692716416107585,,,,,0.5446077005942128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,283-1,0.1749537013681834,-0.569575646814611,-0.0564336379044144,-0.1676600346632977,,,,,,,,0.2974851581249974,,-0.8040999220969842,,,,,,-0.0838108945796196,,,,-0.0301609867319542,,,1.7350787800610887,-0.9957792201862667,,0.4411311151001785,,,,,,,,,,,,,-0.4376027884555196,,-0.1010221358330707,-0.5484711529338253,,,,-1.4097076477600288,,,0.977157025163966,0.6320866119607812,,,,,,,-0.1572750380726666,,,,,,0.1671338601023713,,,,0.2924065026517359,,,,,0.1690659793955861,,,-0.2179537180136796,,,0.741656238051474,,,1.4402479889524178,,,,,,,,,,1.0892408093403292,,,,,,,,,,,-1.5044519770601064,,,,,,,,,,,,,,,,,,,,,0.4610403819625134,,,,,0.5985540918310328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,284-2,0.2834741138414536,-0.5764642344511487,-0.1148966708840922,-0.1676600346632977,,,,,,,,0.2756579777832132,,-0.8040999220969842,,,,-0.0509780582488579,,-0.1423858310688099,,,,-0.1534580624491209,,,1.7350787800610887,-0.960205657946032,,0.439507026067606,,,,,,,,,,,,,-0.4038686565758719,,-0.1010221358330707,-0.611704365513785,,,,-1.5095797322051256,,,1.0328962495801528,-0.1561845764399249,,,,,,,-0.0912021138104993,,,,,,,,,,0.2924065026517359,,,,,0.1904771361293147,,,-0.2179537180136796,,,0.741656238051474,,,1.4402479889524178,,,,,,,,,,1.0892408093403292,,,,,,,,,,,-1.8392279581232915,,,,,,,,,,,,,,,,,,,,,0.5850812597586129,,,,,0.6623953161549498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,285-2,,-0.5764642344511487,-0.022106642208263,-0.1676600346632977,,,,,,,,0.2756579777832132,,-0.8040999220969842,,,,-0.0509780582488579,,-0.1423858310688099,,,,-0.3775556111006968,,,1.7350787800610887,-0.960205657946032,,0.439507026067606,,,0.6807800612844086,,,,,,,,,,-0.3185034085261071,,-0.1010221358330707,-0.611704365513785,,,,-1.5095797322051256,,,1.0328962495801528,-0.1561845764399249,,,,,,,-0.0912021138104993,,,,,,,,,,0.2924065026517359,,,,,0.1904771361293147,,,-0.2179537180136796,,,0.741656238051474,,,1.5272427754462354,,,,,,,,,,1.0905096087402637,,,,,,,,,,,-1.8392279581232915,,,,,,,,,,,,,,,,,,,,,0.5850812597586129,,,,,0.6623953161549498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,286-0,0.2141000675053035,-0.537677081765111,,-0.1676600346632977,,,,,,,,,,-0.8040999220969842,,,,,,-0.3271978175066612,,,,-0.1117855640602637,,,1.8417122642782224,-0.9664739343829198,,0.5716725586187574,,,,,,,,,,0.1462306400844284,,,-0.3745962213619629,,-0.1623945858687991,-0.4229886506651082,,,,-1.4097076477600288,,-0.6235640836866299,0.9175573972845196,,,,,,,,0.2769869058787321,,,,,,0.3870734066055846,,,,0.2924065026517359,,,,,0.2807356418624577,,,-0.1840222737443674,,,0.741656238051474,,,1.623813999429739,,,,,,,,,,1.1066836286199777,,,,,,,,,,,-1.592334138005199,,,,,,,,,,,,,,,,,,0.8511855896609664,,,0.5632245082123541,,,,,0.6258031707090028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,287-0,0.0185564188503238,-0.4948038410032433,,-0.1676600346632977,,,,,,,,0.2849302165856953,,-0.7766936293852558,,,,,,-0.1206836751477068,,,,-0.2254287391767645,,,1.816122441187049,-0.9753173929013246,,0.5646599768884442,,,,,,,,,,,,,,,-0.1263157601273467,-0.7914476028899333,,,,-1.5691485003947114,0.7681287631863667,-1.104565741700413,0.8466740157841082,0.2575293316750605,,,,,,,-0.0974579563529794,,,,,,,,,,0.2924065026517359,,,,,0.1694974295631096,,,,,0.0987737646711794,0.6574366405833839,,,1.490287180526929,0.4385647254366802,,,,,,,,,1.1592011927854318,,,,,,,,,,,-1.763806580979692,,,,,,,,,,,,,,,,,,,,,0.4847170014638208,,,,,0.8411809978838032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,287-0,0.0185564188503238,-0.4948038410032433,,-0.1676600346632977,,,,,,,,0.2849302165856953,,-0.7766936293852558,,,,,,-0.1206836751477068,,,,-0.2254287391767645,,,1.725887845391608,-0.9753173929013246,,0.3389299501737535,,,,,,,,,,,,,,,-0.1156366795951955,-0.7015994251218348,,,,-1.5691485003947114,0.7681287631863667,-1.104565741700413,0.8466740157841082,0.2575293316750605,,,,,,,-0.0974579563529794,,,,,,,,,,0.2924065026517359,,,,,0.1694974295631096,,,,,-0.1163686907604282,0.6574366405833839,,,1.399626490174055,0.3516611242644369,,,,,,,,,1.3366067777310566,,,,,,,,,,,-1.763806580979692,,,,,,,,,,,,,,,,,,,,,0.4847170014638208,,,,,0.8411809978838032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,289-2,0.0557583084492549,-0.4915336249075814,,-0.0953883443572436,,,,,,,,0.2508561600238594,,-0.7532857288840867,,,,,,-0.2604632553512523,,,,-0.0774168018016855,,,1.762480100526408,-0.9736349380134396,,,,,,,,,,,,,,,,,-0.1262550733047248,-0.6630886310434139,,,,-1.490269073165146,0.7681287631863667,-0.9952355788796888,0.943937276619926,0.2575293316750605,,,,,,,-0.0262203757849217,,,,,,,,,,0.3365664020254451,,,,,0.1906603347334249,,,,,-0.0763916144187072,0.6734592942907536,,,1.4569034012414823,0.3822138737372801,,,,,,,,,1.2212735873267262,,,,,,,,,,,-1.7311842026172457,,,,,,,,,,,,,,,,,,0.366673216150539,,,0.4996529383701606,,,,,0.8002056851915874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,290-2,0.0557583084492549,-0.4915336249075814,,-0.0953883443572436,,,,,,,,0.2508561600238594,,-0.7532857288840867,,,,,,-0.2604632553512523,,,,-0.0774168018016855,,,1.626066817230287,-0.9736349380134396,,,,,,,,,,,,,,,,,-0.1262550733047248,-0.6630886310434139,,,,-1.490269073165146,0.7681287631863667,-0.9952355788796888,0.943937276619926,0.1444471186336716,,,,,,,-0.0262203757849217,,,,,,,,,,0.3365664020254451,,,,,0.1906603347334249,,,,,-0.0763916144187072,0.7315213102897098,,,1.4569034012414823,0.3822138737372801,,,,,,,,,1.379284179076598,,,,,,,,,,,-1.7305628827434931,,,,,,,,,,,,,,,,,,0.5316257131108576,,,0.4996529383701606,,,,,0.8002056851915874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,291-2,0.0557583084492549,-0.4915336249075814,,-0.0953883443572436,,,,,,,,0.2508561600238594,,-0.7532857288840867,,,,,,-0.3984787692902274,,,,0.1663835152656252,,,1.626066817230287,-0.9736349380134396,,-0.9079529479851484,,,,,,,,,,,,,,,-0.1262550733047248,-0.6630886310434139,,,,-1.490269073165146,0.9072089917697546,,0.8964784491234338,0.1444471186336716,0.9800734962665424,,,,,,-0.0262203757849217,,,,,,,,,,0.3365664020254451,,,,,0.1906603347334249,,,,,-0.2701398743695072,0.7315213102897098,,,1.4569034012414823,0.3822138737372801,,,,,,,,,1.28370257823264,,,,,,,,,,,-1.7305628827434931,,,,,,,,,,,,,,,,,,0.5316257131108576,,,0.4996529383701606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,291-2,-0.1834782383122959,-0.4915336249075814,,-0.0953883443572436,,,,,,,,0.2508561600238594,,-0.7532857288840867,,,,,,-0.3984787692902274,,,,0.1663835152656252,,,1.626066817230287,-0.9736349380134396,,-0.9394788393289372,,,,,,,,,,,,,,,-0.1262550733047248,-0.6630886310434139,,,,-1.490269073165146,0.968880792923852,,0.8964784491234338,0.1444471186336716,0.9800734962665424,,,,,,-0.0156887731880257,,,,,,,,,,0.3365664020254451,,,,,0.1468348242298436,,,,,-0.2701398743695072,0.7315213102897098,,,1.4569034012414823,0.3822138737372801,,,,,,,,,1.28370257823264,,,,,,,,,,,-1.7305628827434931,,,,,,,,,,,,,,,,,,0.6531331591041631,,,0.4996529383701606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,293-2,0.1124497005611575,-0.3251747205159191,-0.7256718373960205,-0.1162796105840808,,,,,,,,0.0156481390884616,,-0.7744022581591495,,,,,,-0.1290157546090531,,,,-0.1711146387221412,,,1.8859482209795573,-0.9723850189974956,,-0.1594954743343701,,,,,,,,,0.7311518954091452,,,,,,0.0898069828501328,-0.6099128684260683,,,,-1.490269073165146,1.1298878952267928,,0.960549961164882,,1.1947881905063262,,,,,,0.0267030085168091,,,,,,,,,,0.3941818670782728,,,,,-0.0025536952919644,,,,,-0.1695160282198074,,,,1.4658303163322095,0.4086960535536933,,,,,,,,,0.8793530217603336,,,,,,,,,,,-1.706687009409721,,,,,,,,,,,,,,,,,,0.3057264993672889,,,0.494279064006589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,294-2,0.1124497005611575,-0.3792584913940032,-0.822457721830985,-0.1162796105840808,,,,,,,,0.0156481390884616,,-0.7744022581591495,,,,,,-0.165282130332578,,,,-0.1711146387221412,,,1.8859482209795573,-0.9723850189974956,,-0.1594954743343701,,,,,,,,,0.7311518954091452,,,,,,0.0898069828501328,-0.6099128684260683,,,,-1.2511149190988435,1.1817293786202605,,1.1439049305301834,,1.1947881905063262,,,,,,-0.0277657571475714,,,,,,,,,,0.3941818670782728,,,,,-0.0025536952919644,,,,,-0.1695160282198074,,,,1.4658303163322095,0.4086960535536933,,,,,,,,,0.8793530217603336,,,,,,,,,,,-1.706687009409721,,,,,,,,,,,,,,,,,,0.3057264993672889,,,0.494279064006589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,295-0,0.1557932457147781,-0.486264473283416,,-0.1288253948893829,,,,,,,,0.1921444803420114,,,,,,,,-0.3321194157851779,,,,-0.1472466065756894,,,1.8245697435265584,-0.9743970700226628,,,,,-0.9367184241259656,,,,,,0.6151783249637166,,,,,,0.0560863024078983,-0.3784604002615226,,,,-1.361048072469907,1.13473855596788,-0.7984300121287151,1.0289082954960451,,,,,,,,-0.0066469218064301,,,,,,0.4571951113596514,,,,,,,,,-0.0593834976117088,,,,,-0.133473863318361,0.8126911253502793,,,1.4705369913049815,0.4031424647620161,,,,,,,,,0.8165299714149326,,,,,,,,,,,-1.7020070691692928,,,,,,,,,,,,,,,,,,0.3055305076185902,,,0.4932257240709347,,,,,0.8234171462879911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,295-1,0.1646407277121977,-0.5002745057441226,,-0.2671064524013771,,,,,,,,0.1289392215560312,,-0.7744022581591495,,,,,,-0.0991958167443536,,,,0.0421439205744809,,,1.8120408889446424,-0.9748077790488848,,0.2128011427041621,,,,,,,,,0.5915052711547646,,,,,,-0.0299153564967311,-0.5973622194778722,,,,-1.3834881288133094,1.1251465750630567,-0.8009049977612024,,,1.1947881905063262,,,,,,-0.002336048876563,,,,,,,,,,0.3941818670782728,,,,,0.1193099990457061,,,-0.9685054993652308,,-0.1754659536474644,,,,1.4714977392535336,0.4265441507614376,,,,,,,,,0.8037062440298298,,,,,,,,,,,-1.7010517784361645,,,,,,,,,,,,,,,,,,0.3054905008895118,,,0.2837280120738166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,297-0,0.1587198178420431,-0.4907490831604966,,-0.3373211941826514,,,,,,,,-0.0987073082618966,,-0.7744022581591495,,,,,,-0.1684163509483708,,,,0.0421439205744809,,,1.882262902895929,-0.9745329244486912,,0.2128011427041621,,,,,,,,,0.5640610396344389,,,,,,0.001958260601158,-0.6345152434207002,,,,-1.3684707994613845,1.169691559272507,-0.7992959704080776,,,1.1947881905063262,,,,,,-0.0395727022436927,,,,,,,,,,0.5808572426999687,,,,,0.0531266361625313,,,-0.9685054993652308,,-0.1483067801291203,,,,1.4673530356802222,0.4113520007840627,,,,,,,,,0.7421222497886916,,,,,,,,,,,-1.70169107788117,,,,,,,,,,,,,,,,,,0.457606754435797,,,0.2811305331754837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,297-1,0.1557932457147781,-0.6461440986806505,,-0.1288253948893829,,,,,,,,0.2332217429682231,,,,,,,,-0.0840971566351022,,,,-0.1087101105736486,,,1.8954902375326448,-0.9743970700226628,,,,,-0.9367184241259656,,,,,,0.6151783249637166,,,,,,-0.1502221989390865,,,,,-1.516363394699371,1.137045416488812,-0.7984300121287151,0.9288725859292036,,1.145387361031493,,,,,,-0.0066469218064301,,,,,,0.336870087024174,,,,,,,,,-0.0593834976117088,,,,,0.3159931595535606,0.9669581829819722,,,1.4705369913049815,0.4596029211920915,,,,,,,,,0.8165299714149326,,,,,,,,,,,-1.7020070691692928,,,,,,,,,,,,,,,,,,0.3055305076185902,,,0.2646137790617662,,,,,0.8234171462879911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,297-1,0.1557932457147781,-0.6461440986806505,,-0.1288253948893829,,,,,,,,0.2332217429682231,,,,,,,,-0.0840971566351022,,,,-0.1087101105736486,,,1.8954902375326448,-0.9743970700226628,,,,,-0.9367184241259656,,,,,,0.6151783249637166,,,,,,-0.1502221989390865,,,,,-1.4312141614282958,1.0961615634841162,-0.7984300121287151,1.012261441554991,,1.145387361031493,,,,,,-0.181107042960679,,,,,,0.336870087024174,,,,,,,,,-0.0593834976117088,,,,,0.3159931595535606,0.9669581829819722,,,1.4705369913049815,0.4596029211920915,,,,,,,,,0.8165299714149326,,,,,,,,,,,-1.7020070691692928,,,,,,,,,,,,,,,,,,0.3055305076185902,,,0.2646137790617662,,,,,0.9943103760372708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,300-2,0.3454882593401324,-0.5468903747689282,0.4206946564082007,0.4135384714845245,,,,,,,,0.2332217429682231,,,,,,,,0.9688529601491082,,,,-0.2022512511253754,,,2.0847258457060445,-1.1255466485336698,,,,,1.0,,,,,,1.2484792260271635,0.5723397936824446,,,,,,0.1380250500847667,,,,-1.4312141614282958,1.0,,,,,,,,,,-0.181107042960679,,,,,,0.336870087024174,,-0.0030578556581144,,,,,,,1.0,,,-0.8679601121537854,,0.3159931595535606,1.0578871459497747,,,,0.3921599863118746,,,,,,,,,0.5180807900455962,,,,,,,,,,,-1.5488992606467218,,,,,,,,,,,,,,,,,,0.0543294078860082,,,-0.1863646798812354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,-0.6161725206469413,,,,,,,,,,,,-0.0593834976117088,,,-0.9367184241259656,,,,,,,,,,,,,,,,,,,0.0089055546842364,,,,,
302,301-1,0.0175066782504415,,0.2650266503688323,-0.0521621168725408,,,,,,,,0.2332217429682231,,0.59831110943664,,,0.336870087024174,,,0.2428535889745209,,,,0.6092443700378882,,,1.707651770733824,-0.891260704883867,,,,,0.3484291688777647,,,0.4612525546794113,,,0.9428706876860478,,,,-0.063684635234075,,-0.2016937991183329,0.0419088485492098,,,,1.0,0.9143687708707448,,,,1.274894439167617,,,,,,-0.7003992141912283,,,,,,0.2711614234192053,,,,,,,,,-0.4517763627688147,,,,1.0,,1.029679589862294,,,1.6025302243083173,,,,,,,,,,,,,,,,,,,,,-1.7140460644208586,,,,,,,,,,,,,,,,,,1.042756759075207,,,0.2646137790617662,,,,,1.0001663396795215,,,,,,,-1.2719836457934066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3159931595535606,,,,,,,,,,,,,,,,,,,,,,,,,0.3055305076185902,,,1.0,,,,,,,,,,,,,,,,,,,,,
303,302-0,0.0175066782504415,,,-0.0521621168725408,,,,,,,,0.2332217429682231,,1.0952055016412654,,,0.336870087024174,,,-0.0134841462478467,,,,-0.2909057547751162,,,1.8139188869977767,-0.7308342328582929,,,,,-0.8606113213976478,,,0.4612525546794113,,,0.6955142641017567,,,,0.7604614768528368,,-0.1815607097251085,0.6654579887795722,,,,1.0,0.6751136776872164,,,,1.145387361031493,,,,,,,,,,,,1.010771112712075,,,,,,,,,-0.4517763627688147,,,,0.9684417679816582,-0.0477475563946621,1.112226405013917,,,1.3872464341495545,,,,,,,,,,,,,,,,,,,,,-1.7140460644208586,,,,,,,,,,,,,,,,,,1.042756759075207,,,0.1007751084264896,,,,,1.0600886449330378,,,,,1.0,,-1.4312141614282958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3159931595535606,,,,,,,,,,,,,,,,,,,,,,,,,0.3055305076185902,,,1.0,,,,,,,,,,,,,,,,,,,,,
304,303-2,0.0175066782504415,,0.2294273434694907,-0.0221307152182783,,,,,,,,0.2332217429682231,,0.9126083155859088,,,0.336870087024174,,,-0.1572728054345908,,,,-0.0616707087867493,,,1.723098160064353,-0.8010551400613648,,,,,-0.5740591584377919,,,0.4453713075147914,,,0.7585068245345425,,,,0.5406742798261436,,-0.1867712085856661,0.506663014589675,,,,1.0,0.7360431279833775,,,,1.239821413621076,,,,,,,,,,,,0.8208176524262963,,,,,,,,,-0.4200056750397079,,,,0.9811725992519172,,1.1784051836983185,,,1.4544602891040903,,,,,,,,,,,,,,,,,,,,,-1.7140460644208586,,,,,,,,,,,,,,,,,,1.042756759075207,,,0.1668688766131537,,,,,1.0060097684132618,,,,,0.9550455990204127,,-1.3906640203261127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2406681539798346,,,,,,,,,,,,,,,,,,,,,,,,,0.3055305076185902,,,0.9800250341152684,,,,,,,,,,,,,,,,,,,,,
